%time,field.data
1678429845356859356,0.67322075367
1678429845361310496,0.684322714806
1678429845403689395,0.694961965084
1678429845447892378,0.700731575489
1678429845451796225,0.686198711395
1678429845491470406,0.68278747797
1678429845495792650,0.672588169575
1678429845535402927,0.688820123672
1678429845539544116,0.694267749786
1678429845579972980,0.68624830246
1678429845624347898,0.699494719505
1678429845628303201,0.684080004692
1678429845667892358,0.675654828548
1678429845671905292,0.694449603558
1678429845711823631,0.692571759224
1678429845715514167,0.684457182884
1678429845755868791,0.70807081461
1678429845760321307,0.698386847973
1678429845803747047,0.701337039471
1678429845847729104,0.701412439346
1678429845851539128,0.708043336868
1678429845892684339,0.686983287334
1678429845896606170,0.693070054054
1678429845936702971,0.690525949001
1678429845940866849,0.680884718895
1678429845979852265,0.683452129364
1678429846024433198,0.687138259411
1678429846028642292,0.694120585918
1678429846068430103,0.671348273754
1678429846072181824,0.677815675735
1678429846112357345,0.69933539629
1678429846115418989,0.676964819431
1678429846155678702,0.676886379719
1678429846161319338,0.680858910084
1678429846203607582,0.693089008331
1678429846247929157,0.688535988331
1678429846251316175,0.682821333408
1678429846291939629,0.700335323811
1678429846296153715,0.679948687553
1678429846335943606,0.689023673534
1678429846340347834,0.682202935219
1678429846379889023,0.695447325706
1678429846423710345,0.670108854771
1678429846427640528,0.691159486771
1678429846468135856,0.702627062798
1678429846471804088,0.677952826023
1678429846512122712,0.693062067032
1678429846515604866,0.683684647083
1678429846556181633,0.677867531776
1678429846561549087,0.701290607452
1678429846604016817,0.707617282867
1678429846648351768,0.703129827976
1678429846652134496,0.709999740124
1678429846692360513,0.699280381203
1678429846696300360,0.679243385792
1678429846736420457,0.706199407578
1678429846740838925,0.707586526871
1678429846780884623,0.694128930569
1678429846824244700,0.676186919212
1678429846828164611,0.689880490303
1678429846868497796,0.687202274799
1678429846872257900,0.695167303085
1678429846911495635,0.695724070072
1678429846915321562,0.693473517895
1678429846955521403,0.682737588882
1678429846961966931,0.680877745152
1678429847004208551,0.681187450886
1678429847048470926,0.682939052582
1678429847052210102,0.701762855053
1678429847092574678,0.683215856552
1678429847096107168,0.685819625854
1678429847136575807,0.695249855518
1678429847141464576,0.699526548386
1678429847179729933,0.685363888741
1678429847224874959,0.69338041544
1678429847229028788,0.67299836874
1678429847268179868,0.689829289913
1678429847272041283,0.677999734879
1678429847311826375,0.682873010635
1678429847315866989,0.689514815807
1678429847355521394,0.683213591576
1678429847400586612,0.680442512035
1678429847404119901,0.697951853275
1678429847444235199,0.67894244194
1678429847447655177,0.707685828209
1678429847488191528,0.66445428133
1678429847492017840,0.678267300129
1678429847531798899,0.669458866119
1678429847537690446,0.679908573627
1678429847579393157,0.676312685013
1678429847624492775,0.697819292545
1678429847629435880,0.691190063953
1678429847668739087,0.671858072281
1678429847673033235,0.691526472569
1678429847712334074,0.682600498199
1678429847716023587,0.685118734837
1678429847756142052,0.708419024944
1678429847800514603,0.692530930042
1678429847804189427,0.680459201336
1678429847844315829,0.685035049915
1678429847848066589,0.69028365612
1678429847888660827,0.694070100784
1678429847892908832,0.683911800385
1678429847932284615,0.687071502209
1678429847937932931,0.682517886162
1678429847979845401,0.682466506958
1678429848024233599,0.675304114819
1678429848028128807,0.690855681896
1678429848067738379,0.694757163525
1678429848072111792,0.684360384941
1678429848111875283,0.684545874596
1678429848116862996,0.693234443665
1678429848155890812,0.660843253136
1678429848201389755,0.691323637962
1678429848205439042,0.695629239082
1678429848244331531,0.686074137688
1678429848247744149,0.706288039684
1678429848287673208,0.689137756824
1678429848292050268,0.696349382401
1678429848332254589,0.695844531059
1678429848375611402,0.69109326601
1678429848379604113,0.695057749748
1678429848419787250,0.684400320053
1678429848423847416,0.704923868179
1678429848464200888,0.71154242754
1678429848468500445,0.688208520412
1678429848507461382,0.683183014393
1678429848513906237,0.69900649786
1678429848556371247,0.700924575329
1678429848600431352,0.698702335358
1678429848605132794,0.682265341282
1678429848644493344,0.689280331135
1678429848648260200,0.690642356873
1678429848688589832,0.690109431744
1678429848692782190,0.697170972824
1678429848731391321,0.687468647957
1678429848776032446,0.658511519432
1678429848779830406,0.678459882736
1678429848820426372,0.668164908886
1678429848824700361,0.640132963657
1678429848864807019,0.635422408581
1678429848869142383,0.627799034119
1678429848908394038,0.630921900272
1678429848913571541,0.602239787579
1678429848955488843,0.573294341564
1678429849001730630,0.571065843105
1678429849005306959,0.538287818432
1678429849044260184,0.523481190205
1678429849047767778,0.535773992538
1678429849087982531,0.539471209049
1678429849092183944,0.529591321945
1678429849132659368,0.534351527691
1678429849175819798,0.546271920204
1678429849180146715,0.55000859499
1678429849220201565,0.538706600666
1678429849224795040,0.542912900448
1678429849263404043,0.542472302914
1678429849267878606,0.526627838612
1678429849307355540,0.568607568741
1678429849351082431,0.57400405407
1678429849355496003,0.535367190838
1678429849396233249,0.532057464123
1678429849399995977,0.557438135147
1678429849440749510,0.555287241936
1678429849444854828,0.531670451164
1678429849484170259,0.538611292839
1678429849527937149,0.531855344772
1678429849531590598,0.558689773083
1678429849572372356,0.556041419506
1678429849575814510,0.527272522449
1678429849615849200,0.544421136379
1678429849619816407,0.542454659939
1678429849660221303,0.52979850769
1678429849664583995,0.520828723907
1678429849708308870,0.515867471695
1678429849753399272,0.506854295731
1678429849757914155,0.50520670414
1678429849796121593,0.511743366718
1678429849800747484,0.505930602551
1678429849840617055,0.507014274597
1678429849844512774,0.501211464405
1678429849883159665,0.488567739725
1678429849928121780,0.489473551512
1678429849931597822,0.510883569717
1678429849971993950,0.510034263134
1678429849975996517,0.490252017975
1678429850015676681,0.495133906603
1678429850019867854,0.49722853303
1678429850059771025,0.500142931938
1678429850103507612,0.504004836082
1678429850107375076,0.496433585882
1678429850148255104,0.481762081385
1678429850151654571,0.477466195822
1678429850191829228,0.496522814035
1678429850195523285,0.490931510925
1678429850235575415,0.479308784008
1678429850240780374,0.478856831789
1678429850283515527,0.478422641754
1678429850327979501,0.46950379014
1678429850331548726,0.480420470238
1678429850372229012,0.482033342123
1678429850376507705,0.452281981707
1678429850416565275,0.471342921257
1678429850420324547,0.479989349842
1678429850459235437,0.462127417326
1678429850504456078,0.47768124938
1678429850508419957,0.474488556385
1678429850548394967,0.453671753407
1678429850551919041,0.454583138227
1678429850592048066,0.461097747087
1678429850595805771,0.459235787392
1678429850635335632,0.466395139694
1678429850641821447,0.464407682419
1678429850683820957,0.458677411079
1678429850728205763,0.440784215927
1678429850732217866,0.452571362257
1678429850772159916,0.448345035315
1678429850776129747,0.451382488012
1678429850815898135,0.437081634998
1678429850820667097,0.434316724539
1678429850859522851,0.423222839832
1678429850903570315,0.42265740037
1678429850907702481,0.427129626274
1678429850949034795,0.436351537704
1678429850953764941,0.422700434923
1678429850992237209,0.412673979998
1678429850996255680,0.41437458992
