%time,field.data
1678442279518692956,0.971115767956
1678442279523686458,0.976743102074
1678442279561680997,0.997732281685
1678442279605754015,0.963425695896
1678442279611614962,0.963662445545
1678442279649343744,0.966810822487
1678442279653457034,0.95057362318
1678442279693657464,0.962117314339
1678442279697627171,0.92984098196
1678442279737598740,0.981437802315
1678442279782787488,0.9549036026
1678442279787031208,0.971506118774
1678442279825758697,0.970813691616
1678442279829353689,0.961666703224
1678442279870900693,0.999850928783
1678442279875497337,0.98018091917
1678442279913577026,1.00410783291
1678442279919936238,0.994325935841
1678442279961605768,0.977321445942
1678442280005620900,0.965544939041
1678442280009721582,0.982406973839
1678442280050262039,0.984203338623
1678442280054192131,0.969574451447
1678442280093399518,0.984511733055
1678442280097437064,0.972507476807
1678442280138118320,0.855425953865
1678442280182521990,0.955082654953
1678442280186362707,0.955958902836
1678442280225430064,1.00200557709
1678442280228982241,0.963421404362
1678442280269651336,0.957065165043
1678442280274618823,0.965965390205
1678442280313907936,0.97723287344
1678442280357562208,0.975217700005
1678442280361896455,0.982190012932
1678442280402807500,0.991560220718
1678442280406723320,0.974353611469
1678442280445195516,0.991818904877
1678442280448465713,0.990687429905
1678442280490355720,0.96252900362
1678442280494913708,0.97266304493
1678442280537582361,0.951209008694
1678442280583447228,0.953050613403
1678442280588152990,0.992698729038
1678442280626157673,0.941520571709
1678442280630525007,0.96896892786
1678442280670747292,0.944832324982
1678442280675040612,0.934442996979
1678442280713573191,0.97920948267
1678442280759999363,0.939044773579
1678442280765588409,0.941386818886
1678442280802317781,0.962808728218
1678442280806185922,0.93421959877
1678442280845805847,1.00577628613
1678442280850890484,0.949086368084
1678442280889852338,0.995066344738
1678442280894430965,0.995361745358
1678442280937954871,0.947627782822
1678442280982287886,0.931057631969
1678442280986303865,0.974943041801
1678442281026117420,0.967518210411
1678442281029726076,0.968639075756
1678442281069449936,0.973257064819
1678442281073050657,0.964146971703
1678442281113179983,0.954112410545
1678442281159810248,0.94415551424
1678442281164898661,0.978419363499
1678442281201372964,0.982461750507
1678442281205199857,0.995130121708
1678442281246372434,0.971900641918
1678442281250254815,0.997617781162
1678442281288910657,0.988629639149
1678442281295715591,0.986998260021
1678442281337406529,0.980615198612
1678442281382216594,1.01507973671
1678442281386945971,0.974031031132
1678442281425392536,0.947766005993
1678442281429731007,0.935238599777
1678442281470010123,0.950191617012
1678442281474403889,0.923874974251
1678442281513824553,0.902592539787
1678442281558265471,0.874441862106
1678442281563182686,0.864901661873
1678442281603955716,0.869300544262
1678442281609698360,0.84198731184
1678442281646158711,0.826112508774
1678442281651272244,0.794689834118
1678442281691318180,0.765121757984
1678442281696426784,0.731053233147
1678442281738488213,0.696118831635
1678442281783700961,0.659758329391
1678442281788585376,0.623780190945
1678442281827108868,0.587644100189
1678442281832259680,0.551570236683
1678442281871489435,0.5168364048
1678442281876381818,0.483480989933
1678442281914553890,0.454898446798
1678442281959055607,0.431334853172
1678442281964179348,0.412141740322
1678442282002680216,0.396267324686
1678442282007443321,0.385444641113
1678442282046615924,0.377436190844
1678442282052271433,0.372062295675
1678442282090449842,0.368217796087
1678442282134417422,0.366748899221
1678442282139153583,0.367271691561
1678442282179377084,0.368412822485
1678442282183800290,0.37127956748
1678442282221857900,0.376236051321
1678442282226021557,0.381664067507
1678442282266244578,0.384716749191
1678442282309484840,0.39330509305
1678442282313389876,0.402947843075
1678442282354445591,0.414708167315
1678442282359212824,0.427564650774
1678442282397404896,0.441043674946
1678442282401260237,0.452478885651
1678442282441401083,0.464517861605
1678442282446238940,0.473213642836
1678442282489818461,0.483263522387
1678442282533523964,0.490972667933
1678442282537741572,0.499057322741
1678442282578725640,0.505455553532
1678442282582810962,0.511391282082
1678442282622082604,0.51647567749
1678442282626211637,0.523046851158
1678442282666166022,0.529453575611
1678442282710217185,0.53696167469
1678442282714973826,0.541618525982
1678442282753439911,0.546521008015
1678442282757702158,0.55107575655
1678442282798580755,0.555269241333
1678442282802998969,0.560295462608
1678442282842118645,0.561492919922
1678442282847805514,0.566988945007
1678442282888917739,0.571255266666
1678442282933786043,0.572731137276
1678442282938460510,0.575255155563
1678442282977833398,0.577803850174
1678442282981520965,0.579363048077
1678442283021784594,0.579703867435
1678442283026216824,0.581604778767
1678442283065486770,0.583621144295
1678442283109180721,0.58179050684
1678442283113386842,0.581996500492
1678442283153884675,0.582031309605
1678442283158209162,0.580443382263
1678442283197949694,0.579957008362
1678442283202369732,0.579695701599
1678442283241769756,0.578718423843
1678442283285713976,0.57735490799
1678442283289638212,0.574155092239
1678442283329815282,0.572714924812
1678442283333380355,0.568848729134
1678442283373642192,0.567910134792
1678442283378740205,0.565830290318
1678442283417573068,0.562991142273
1678442283422050897,0.560039460659
1678442283465728625,0.557193160057
1678442283509508783,0.554207324982
1678442283513802359,0.552114248276
1678442283553686857,0.549839496613
1678442283557813938,0.545477986336
1678442283597419656,0.542642056942
1678442283602635747,0.539711475372
1678442283641375556,0.533984363079
1678442283686036374,0.530813455582
1678442283690817495,0.525792777538
1678442283730290351,0.520709395409
1678442283735800902,0.518043220043
1678442283774541415,0.513339221478
1678442283778805999,0.510020971298
1678442283819050460,0.505201935768
1678442283823591392,0.502169847488
1678442283867012675,0.497992485762
1678442283910108746,0.49566847086
1678442283914701742,0.492042511702
1678442283954085670,0.488232940435
1678442283958025490,0.485746979713
1678442283998606811,0.483429342508
1678442284003442843,0.479591488838
1678442284042643926,0.478364408016
1678442284085810044,0.475344747305
1678442284090445887,0.474957823753
1678442284130551854,0.47296205163
1678442284134621592,0.471651434898
1678442284174027888,0.470254451036
1678442284178395479,0.471226543188
1678442284217665232,0.470664411783
1678442284223167688,0.468416392803
1678442284265694391,0.46887382865
1678442284312381743,0.468982547522
1678442284314327957,0.468845188618
1678442284356349867,0.469591110945
1678442284358851786,0.469508051872
1678442284397060178,0.470405876637
1678442284400982142,0.470272570848
1678442284441601222,0.471288591623
1678442284486347704,0.473040819168
1678442284490108614,0.474719136953
1678442284530178453,0.476086884737
1678442284533843717,0.478370398283
1678442284574138609,0.479979962111
1678442284578180284,0.48362326622
1678442284618293995,0.487820357084
1678442284662565315,0.488892763853
1678442284667892380,0.491626292467
1678442284706259490,0.495371460915
1678442284709676981,0.495715469122
1678442284750495099,0.499633669853
1678442284754292713,0.504283249378
1678442284793966877,0.506355643272
1678442284798886236,0.50970518589
1678442284842360095,0.511839449406
1678442284885735234,0.515415608883
1678442284889700238,0.517418086529
1678442284929887420,0.521058678627
1678442284934140004,0.52292829752
1678442284974114804,0.524298250675
1678442284977317354,0.526792705059
1678442285017543063,0.529552459717
1678442285061531123,0.530870378017
1678442285065020901,0.533815324306
1678442285106587937,0.536438882351
1678442285110158897,0.538684725761
1678442285149231822,0.539798080921
1678442285152740096,0.541016757488
1678442285193878465,0.54136878252
1678442285199133916,0.542569577694
1678442285241234352,0.543266415596
1678442285285587399,0.543639719486
1678442285289010202,0.54407197237
1678442285329208775,0.544172883034
1678442285333320433,0.543743133545
1678442285373116580,0.544875741005
1678442285377168047,0.544040799141
1678442285416912162,0.544358313084
1678442285461358296,0.54434388876
1678442285465775902,0.543021738529
1678442285506774081,0.544017195702
1678442285510762988,0.543780744076
1678442285550272035,0.543250203133
1678442285554535243,0.541204094887
1678442285593896771,0.540084600449
1678442285599926356,0.538999915123
1678442285642291237,0.537520706654
1678442285685864390,0.537754535675
1678442285689263065,0.536026418209
1678442285730031039,0.535093903542
1678442285733755566,0.535601317883
1678442285775118764,0.534582674503
1678442285778658686,0.533856987953
1678442285817056803,0.531069755554
1678442285861597687,0.531250059605
1678442285865278727,0.529017329216
1678442285905578067,0.526278018951
1678442285909568894,0.524909853935
1678442285949359217,0.523556768894
1678442285953259742,0.522819042206
1678442285993658921,0.521324515343
1678442286038202749,0.517791986465
1678442286041998923,0.515795111656
1678442286081205926,0.514921069145
1678442286084611129,0.513313949108
1678442286125236417,0.511661231518
1678442286128756179,0.51043856144
1678442286169317435,0.508328199387
1678442286174629109,0.506666660309
1678442286217154884,0.504376173019
1678442286262200722,0.504618227482
1678442286266300572,0.503623902798
1678442286306194062,0.502916753292
1678442286310041211,0.502377927303
1678442286350018667,0.499351769686
1678442286354331091,0.498022854328
